SMSes,Labels
Lol I seriously doubt that.,0.0
Ok.. btw we are doing advertising for all food stalls as well right?The reservation is only for restaurants but advertising for all foodoutlets.correct?,0.0
"Btw, are you in Detroit?",0.0
my pg net not working  check n tel me fastwhr to go,0.0
"Yah, most prob i wan to go out. But i haven asked anybody yet cos it seems that there s not much interesting place to go.",0.0
Really? Okay!,0.0
I will spoil you in bed as well :),0.0
Tired la.. eat hostel food,0.0
I'm at home n ready...,0.0
Ahh I see. That's good :)),0.0
"Once you are happy,",0.0
"i have a student to recommend.,",0.0
Sry andrew ts ok. Take care,0.0
Well then you have a great weekend!,0.0
So who told Arrchana?,0.0
That's full team?,0.0
Hahah dont have. Why lehhh,0.0
Why u so smart start frm back ..,0.0
Erm u don't need to answer in this way. Oxides of aluminium areamphoteric so they can act as acid to react with alkali like yoursodium hydroxide.,0.0
"Ok I will identify the unnecessary stuff today, max till tomorrow",0.0
Now am free call me pa.,0.0
when ur doing it just keep me on phone,0.0
if u are in town. I take taxi myself.,0.0
Then u go back urself lor...,0.0
" Thx 4 da present, luv it! ??",0.0
"Love you, honey.",0.0
Then she buying today? ?? no need to c meh...,0.0
Because I dont have gls already. Haha I will assign a helper to helpyou as part time gl ^^,0.0
Holy... if buangkok I will b quite late LOL,0.0
yes maamall the best for tomgo fml ,0.0
"Hey dickson, so how's the progress for IS consulting proj? I've askedteck guan to send us his updates.",0.0
Oh I thot is tue and fri.,0.0
Yup happy birthday old bitch :),0.0
Hey where's the place eh?,0.0
Its awosome,0.0
"oops pai sei, was playin ps2 jus now. was too engrossed and forgot to reply yr sms",0.0
Hahaha apparently the moon in minecraft is no longer round!,0.0
If cheese is gr8 with pizza  sharukh with kajol  hrithik with dance  den diksha with.....? reply fast m w8in.....:-).  ,0.0
Reaching now,0.0
u still dun know where?,0.0
"Nah I don't think he goes to usf, he lives around here though",0.0
Hi its Kate how is your evening? I hope  i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :),0.0
"May be others as well , just saw this.",0.0
"Yeah, got a locksmith to come down. Waste lotsa money... :)",0.0
U bathe already?,0.0
Who said water helps in putting off fire.... If so  Then why don't tears heal the burn in one's heart....! think abt it... ,0.0
Chinese ...,0.0
Oooo forgot abt tt. Dont worry next time remind u. Hee.,0.0
Ah Mei ah.. You coming back today?,0.0
JADE ITS PAUL. Y DIDN?T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,0.0
harshm  sent you a sticker    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,0.0
Someone had a party at my house yesterday n I didn't get an invite! At least that't what the mess suggests :'(,0.0
Please start first if you're hungry.,0.0
Eat already cannot sleep.,0.0
I'm stuck at boarding zzz,0.0
Aww =( I'll bring you a biiiig thing of water after surgery tomorrow,0.0
Ya. I ll email him to let him know what we doing and we ll bug him toregister after that,0.0
Here also nothing:),0.0
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0.0
Nope. Meanwhile she talk say make i greet you.,0.0
I'm home. Doc gave me pain meds says everything is fine.,0.0
Should be sent,0.0
How about your task now,0.0
"Yes, I can still give you a ride.",0.0
Haven lol... still meeting... opps! Die le! Later cannot go liao waithe take knife wait for me at the door...,0.0
one  <#>  comin le. Kisses and piaks,0.0
Starts on  <#> th,0.0
"orh.. kk, then i come with empty stomach can alr. hee. how was ur day?",0.0
"There are ways eh. About weiting right? I today go sch help to ask myclassmates, see if they know.",0.0
Ohh you!!!!!!!!! I was playing sudoku with my dad HAHA.,0.0
Hey che solu d,0.0
?? only send me the contents page...,0.0
"Haha... Ya, came back yest.... Yeah,nel can use oredi... Can take mrt home...",0.0
No im not. Is someone able to take the key and pass to me on monday',0.0
Lol i only etch one set leh. Better test first. I'll solder tmr morning then test first,0.0
Liddat lo! Sob sob sob... let me die of loneliness bah!!!!! Eh I tinkwill reach around  <DECIMAL>  at ws... feel like eating cheap cheaplol...,0.0
Haha dunno leh! I should really be packing my stuff or sleeping!,0.0
Lol my flights are over anyway But if you guys want to be nice and drop by ohwait i'm sealed off at some other location spectators can't go to,0.0
Hi?what doin?,0.0
2marrow only. Wed at  <#>  to 2 aha.,0.0
Woo I dunno my way around pgp 1 leh...,0.0
Nokia phone is lovly..,0.0
oye maaal update    swati is joining us  shed be in mayur vihar at  d   ,0.0
"A.R.Senthilkumar,HSBC BANK, <#> ,Race Course Road,srivari gokul towers, coimbatore-  <#> .",0.0
"Wah for 6D5N  still below 3k, good good",0.0
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",0.0
"Haha. It has already brightened your day, no?",0.0
"Haha, that was the first person I was gonna ask",0.0
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,0.0
Hey how are you?,0.0
She say she going down later.,0.0
Haha. How u know? I need to ask u just 2 more things. One is theirrate and two whether if they've to commit for both days?,0.0
Ah k.i'l bring my key jst in case f u were out,0.0
<#>  at yih...shld be going off ard 6 or so...u haven upload theessay from ur fren?...,0.0
hah.. okie lor.. haha.. n whois tat? ur new sweetie pie is it? haha..,0.0
Ah okayy. Then got things to do before you reach mah?,0.0
I watched puss in boots!,0.0
Glass house.,0.0
Ding me on ya break fassyole! Blacko from londn,0.0
Jens is a good  <#> m runner. I got  <#>  min for napfa lols. Sorrybut u put me in handball I sure join haha,0.0
"Ok u driving ah? Send me leh, from school. .",0.0
Endure bah haha. Maybe if you learn to understand her way of teachingthen it would be better? Lol,0.0
Ohh if you cant make it before I reach then pass to tianran orchenwei before you leave?,0.0
 U got this! ????,0.0
I used to be but I got fired. I wonder why :(,0.0
"I'm just wondering, is thursday still on? Has anyone book yet?",0.0
Please Make decision whether you are going back tomorrow,0.0
Any time from  <#> ?,0.0
Haha. We got a game start at  <#> . You can come and scare the participants.,0.0
There's someone here that has a year  &lt,0.0
Response to Comment 03: We evaluated the performance of the Algorithm 1 with the data (150 samples) collected in section 4. ,0.0
Very merry christmas. May the babe Jesus bless you with every choicest blessing. Fr. Bob.,0.0
This weekend is fine (an excuse not to do too much decorating),0.0
Anna is at abudabi airport. 1 hours time flight.,0.0
"Aiyah one went out, one went aust.. Left me in e end, Haha.. Sorry ah, next time lor..",0.0
K.thats good..,0.0
LOL HOW DO YOU PLAY THAT HAHAHA OMG SO CUTE HAHAHA YOU ALL ARE NOTMUGGING MY GOODNESS,0.0
I will always choose a lazy person to do a difficult job because,0.0
s such an insensitive creature. Makes my blood boil!,0.0
But not cool eh. Personal better. Saliva and all.,0.0
I nuh suree I supposed to call my teacher in d morn to find out..you in sando?,0.0
Im preparing for SAT test. I wan to retake it cos i wan to try for accountancy. Good luck for yr tests k... Dun stress. Stay happy and hope you get well soon!,0.0
"Yeah that's why I said difficult to explain! tell you what, aft I seeliwei,I go top up my card then print? Oh wait sophie has printer lemmecall her",0.0
Anyone wanna chat i veri lonely,0.0
Haha I finish my psychology le! Omg it is the same test lo as Mondaythe arrow one... cept today do 2 times! I nearly fall asleep halfway!So Sunday de marketing meeting u going?,0.0
t taste as good as those you made... Well at least we had bfast! Enjoy your day dear... Love.,0.0
Hihi. Huiling here.. u're ambrose's sis? I shld be free next monevening abt 7plus. Wat are the plans for that night?,0.0
"I tried my best, but this office is delaying things. ",0.0
Hee. Orh!! Tutor lending me lab coat.  Frenly,0.0
"Sorry I'm just texting you now, but my phone has not been working that well yesterday. The other candidate is losing her permit right now, so we only have that guy left, but he has not called back since.",0.0
"I finish lesson le, so should be bah, I'll call fab to see if he reach le mah.",0.0
"If u sad should say mah, then i will go. Aiyah actually if u all say earlier then i go out earlier can liao, but now drag till so late. Tomw i duno leh, ask shuhui go ask ron then she didnt reply. I helping e pre company do some translation then tomw need give my cousin tuition.",0.0
I was talking about my abs la! what thinking you? Hehe I'm almosthome yay! I think u must have finished bathing liao right!,0.0
Lol my dinner at home eh.,0.0
Wen can i get it frm u,0.0
Haha yeah and some of my class ppl! Dun need swim! Haha two of themgot classes at 9 and siblings who study here too! Hahaha omg! He dunlike me le I think! Did you see the smiley face at amphitheatre!,0.0
ll wait for ÃÂ¼.hee- we go together k.,0.0
Oh sure. U knoow design lab? Anyway near there can.,0.0
"Hey andrea, btw, i've asked chau hong to tell u his matric num so ttu can include it on the front page. And can u kindly change our namesto full names. Our full names can be found in ivle tut grp in case udon't know. If u've problem printing the report, do let me know ya.Thanks ar for doing the final touch up!",0.0
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,0.0
DM for any specifics ;),0.0
Hi. We are going to play pool. May not be home so soon.,0.0
Yup... Okay. Cya tmr... So long nvr write already... Dunno whether tmr can come up with 500 words,0.0
I will double triple check anything from such guys :),0.0
In HAPPY moment- Dn't forget me In Difficult moment- trust me In Quiet moment- call me In Painful moment- tell me & In Free moment-miss me.:-)  ,0.0
Haha^^ okay! alright! haha (: whatcha doing now!,0.0
Why do you ask princess?,0.0
Hey where can i go to print stuff in school?,0.0
Wow.. Say until like that wor.. ÃÂ win liao la.. Haha... I mean when ÃÂ¼ free la..,0.0
Have u said your mom abt extra thousand,0.0
"Haha ecology, inorganic chem and biochem! Not say super good ah justbetter than I expected!",0.0
Okay then I'll get from her! Still got who else?,0.0
"Crazy gal... Not sad over ur bf liao rite... Anyway, take care ah, meet up some other day...",0.0
"Tml I'll be in sch till abt 4pm. But everyday transport ur nds ard onbike I think not v gd on the gadget la. Heat n vibration, n I'mtravelling to n fro promenade quite a bit. Thur u want eat korean bbqor not?",0.0
I still need red shirt,0.0
 Hmu when u're free. Need 2 talk. ??,0.0
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0.0
The mis report and slide how ah.,0.0
"Hey vik, we make it  <#>  so I can collect dinner and come",0.0
"Hey, r ÃÂ¹ bored or am i takin up ÃÂ¹r time?",0.0
Wat la... Y u kp sending me wrong msg one... U msg who huh...,0.0
Ok... I just need to pass u sth. Where is your lesson? I pass u a bit b4 2?,0.0
Dar dar dar dar!! Time for bed le!! You still playing with C++?,0.0
YES PIG!!!!!! LOL YOU LAUGH DAMN LOUD.I DUNNO ASK HIM!!,0.0
"No lah,just saying. Yeah reached my destination.",0.0
Or u wan me ask e person call u then u talk 2 her? Up to u lah....,0.0
Oh? Haha try again next week eh.,0.0
See lo. Eh bring nice movies! Like huo yuan jia,0.0
" IDRC, it's up 2 u.",0.0
"I bout 5, 5 plus reach? Then having dinner afterwards??",0.0
Wanted to know if you wanted sheares supper.. left already free,0.0
 I'm loving this new hobby I picked up. Keeps me busy and happy!,0.0
s gd...Enjoy urself...Cya on sat =),0.0
 Let's catch up soon. Miss our talks.,0.0
My next one at  <#> h,0.0
Will you come online today night,0.0
Public health,0.0
"Black and white approximately  <#>  rupees, vat <#>   <#>  rupees,black label  <#> , teachers  <#>  rupees, back piper  <#>  rupees, old munk rum  <#>  rupees.",0.0
"ust one question, Can I incorporate the Limitations paragraph in results and discussion section ?",0.0
"Table 1, 3 and 4 are OK?",0.0
No bfast.  Doing some filing now... Have a good day.,0.0
 Can't wait to see you soon and hear all your stories.,0.0
"New theory: argument wins the situation, but loses the person. So don't argue with your friends, just kick them and say, ""I'm always correct!""",0.0
Haha. So qiao. But my lesson bound to end early one. Hmm.. Where isyour 3 to 4 class? Tut at Biz2?,0.0
"Hi jiayi!! hope you're having fun in Taiwan now! Sorry but can youask wensin if she can sms me her ic, home telephone and address? Needto apply fr ssef sorry!",0.0
Dear I reach home le! Hee. Eat ur supper! Muackss,0.0
"Haha.. Nah, just resting and waiting for dinner :) true beauty comes from within, and your bass's within is.... Hmmmm :)",0.0
 Tgif! Time to celebrate!,0.0
Oh my God no cooking,0.0
I sit on him...Den squeeze his face. Hope he faint...HÃÂ¶hÃÂ².,0.0
Oh ok i didnt know what you meant. Yep i am baby jontin,0.0
Meet after lunch la...,0.0
Holy shit that's scary.. and yeah is come but I'm trying to get mystupid mail-.-,0.0
"Hey, dickson n subi going for tmr one so i guess u don't have to go down loh.",0.0
"I think we're getting -cafe3, -Peking",0.0
Woah ok. Anything else happen that needsmy attention?,0.0
Total 6 pages including cover page.. added two big pictures haha.Write until wife layman.. but dun want to care le.,0.0
SINCE WHEN YOU THINK STRAIGHT DE HAHA,0.0
"Ya, at yck mrt station. not havin lunch together, cos i now vry hungry, havin lunch.. ÃÂ u eat oreadi? ur mum got cook?",0.0
Hahaha you can use if you want just dun anyhow poke other ppl!,0.0
Hihi. It's only for math lah come on,0.0
hope I can do some thing for you,0.0
Who ask u buy ericsson right... She reply u? She didnt answer my call.,0.0
Yup that works..,0.0
Ya la lol. I had real heavy lunch at botak jones.,0.0
U used really fast.,0.0
OK. Ask Vikram to come.. will reach in 5 mins,0.0
Hey can help save seats? 3 . We are still waiting for the bus,0.0
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0.0
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,0.0
I am in room. ,0.0
m in town now lei.,0.0
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",0.0
Hi friends we meet tmr morn k? Izzati not free!,0.0
Eh wan swim at clementi later? At bout 5?,0.0
Ehh I might have arp sorry>< I'll get back to you asap!,0.0
Sup how u going back,0.0
are you very busy? i have something want talk to you,0.0
Its sarcasm.. .nt scarcasim,0.0
It only does simple arithmetic not percentages.,0.0
Oh o.o did the rest reply?,0.0
Say 5 lines URSELF every morning: 1. I am the best. 2. I can do it. 3. God is always with me. 4. I am a winner. 5. Today is my day. Good morning,0.0
Not really is more for.sleeping cos in the end I also left at 3lol... ya learn finish le lol... cute arh kung.fu panda lol... wa! Sofast lol...,0.0
one day relief teaching zuo bo one just make sure they behave,0.0
Hee hee...  Poor thing. You can go out for shopping or something when yr tests are finally over. Im having a bad sunday. Down wif a cold...,0.0
Whats your password?,0.0
"Haha okay (: oh no if tired go sleep!! Yeah I think hard not to beunproductive if got alot if ppl haha, need to plan v well then can.Haha Kenneth lent me his mouse haha! Go sleep go sleep (: now rainingso bbq stopped haha",0.0
No plm i will come da. On the way.,0.0
So how? Any news from your gf?,0.0
Ah OK. This is my number for the foreseeable future :-),0.0
Up to you lor. Meifang not waking up either according to Nicole.Wanna get breakfast now?,0.0
Im feelin very borin. No one is in my room . So jus thought of disturbin u . Pallab i dont know wat he is doin  ,0.0
In school also.. if u free let me know lor.. maybe can meet for lunch:-),0.0
Ok i almost done. U change already?,0.0
Instead of thinking about what u are missing Try to think aboutwhat you have that everyone else is missing.Life will be So happy....:-)Gudngt ,0.0
"Paiseh gtg first.U tk cr 2,dun bao ying bao shi,dun ovrwrk2,eat whn u muz,itz d greatst pleasure lyk slpg.Im goin bk 2 slp! Heez stay cutez bless ya good nite.",0.0
maybe you can give me a call when you have arrived at dhoby ghaut.,0.0
ve been staring at my phone for an age deciding whether to text or not.,0.0
"Hi Andreu, r there any other mails? 2day none in observer ofice. I'l speak 2moro. I got the script i sent. It shud be publishd again. Bye God bles u.",0.0
Let me know if that's the case. Then I will talk to him. =),0.0
What you doing?,0.0
Uncl wid me.,0.0
Sat and sun. Come! It's free,0.0
m e only son u know.. haha.. y he got so xiang wo meh?,0.0
How come i din c ?_... Yup i cut my hair...,0.0
Hmeeee......today not coming bbbbb,0.0
Yup alright!,0.0
How check grade cus I ahem gotten mine. I did irp in yr 4 and arp inyr 5 so transcript is not bad ba. I take math honors too. But I tot yris slacker than yr 5 Oo,0.0
U got bus concession??,0.0
I thought you'd never ask!,0.0
Merry x'mas.. Have a wonderful day!,0.0
Sorry sorry just woke up.,0.0
"Tsk tsk, no apostrophe? She's an English major! =P",0.0
Ohhhhhh ahhhh dammit I'm so freshie,0.0
Awww really? You at iluma le arh?,0.0
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0.0
Scam?? So confusing! I shall not attempt to understand:D I heard niaand timo are really complicated too!,0.0
Can check what is my Gapbuster password,0.0
Does it start and then has a static light and you can't access PS4 main GUI?,0.0
i try to be nice and this is what i get. you can forget about me helping you out for a really long time now. ,0.0
My mama cook. Hee. No need find food later le. Kisssssssss!!,0.0
sis whr r u?,0.0
Sorry I was sleeping,0.0
 Hbd! Party at my place 2nite! ??,0.0
"hi jason, i wanna invite you for a simple dinner tonight if you're available.. it's my treat dont worry. ok? :)",0.0
Haha same same lah... sleeppppp lol... okie I also! At most Sunday chiong arh!,0.0
I ready.. R ÃÂ¼.. Call ÃÂ¼ now or later,0.0
Dont know yet.,0.0
I sent them to u. Do u like?,0.0
"Ayya, are you going to come today :(",0.0
"Wa why you say luckily? Aiya dream girl of course is highexpectations what, just because someone don't meet all these doesn'tmean I won't like her what. Night cycling now from east coast toschool. Butt pain woohoooo",0.0
I'm in Harvey Norman,0.0
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,0.0
Marina BAY will stop. argh! LATE!,0.0
How come my dar? U tired is it?,0.0
Oh. Tried another set of earphones?,0.0
Waaa rebellious! Looks like u gonna undergo more tests when u come back!,0.0
"Haha pig! I just finished dinner (: haha my chinese is not good lah,just tyco de! Haha don't stay up! Sleep some more!",0.0
Yeah I angry you. You pms me lo.,0.0
You sure I sent to you? When u received de? How come I got no sent msg history,0.0
No.. can you SMS me the login and password you are using?,0.0
"ve got tests everywk since sept, haven stop yet... So no diff la...",0.0
Haha I was bored! Hahaha fell asleep for awhile! Hahaha hmm:P hahaokay! We do work then (: btw your personal statement! Haha omg socool! What you all playing!,0.0
You are not followin it so i left,0.0
"I,m leaving in  <#>",0.0
Thurs got anything meh,0.0
Hahaha ohh!! YEAH MY BUTT TOO HAHAHA poor butts!!! How is the training???,0.0
Hahaha what that's the whole name!? So random hahaha!,0.0
"Hello, we have received your request for deactivation of Silk. Your request will be processed within 30mins.",0.0
Hmm.. I meeting ly they all for  <#>  in the afternoon. So shld be ggfrom school.,0.0
Thank you. do you generally date the brothas?,0.0
Haha okayyy. Tmr cally's joining us for lunch too! Haha she wantsprawn mee too.,0.0
Agreed.. well I'll call from now onward,0.0
I'm fine thx. Good nite.,0.0
Tml possible? If not Thursday is fine. Kisses,0.0
"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",0.0
Lol umm okay. You invite on behalf on me la lol. Im quite busy withmy camp eh.,0.0
ll try contactin her again...,0.0
Lol you are not dropping hints to me right? Hahahahaha,0.0
Hahaha eh gd leh still can get some cert.haha.got job rec me not lol I looking for internship too arbo grad liao no work experience.,0.0
m feeling rather ill... slept real early last night...,0.0
This is chem major now! Hons is prac haha!,0.0
That was my plan lol,0.0
LOL so cute:D i decided to just lie on the bed:D,0.0
Take a short rest my dear!,0.0
I want to eat boat takoyaki at bugis ~ but its only 3 balls so notfiling hahaha!,0.0
Thank you thank you.. Me will be listening to the cd today hee hee,0.0
"Song not sing. Thriller,i was just stating the genre.",0.0
"oh, its ok. i scared i late oso..  ",0.0
"Hehe.. No, I just remembered.. You want me to bring tmr?",0.0
IBLONG2U Spirituality is for the rich as well as for the poor. For the rich  it opens their hearts. For the poor  it gives them self-confidence. ,0.0
"i still doing work, wun rest so early. u take a gd rest. nite nite",0.0
Where u? In school?,0.0
What r we doin for dads bday?,0.0
Shit! Who told d?,0.0
Then Wednesday?,0.0
Alright man. Thanks!,0.0
Race queens? Where? I only maybe sunday free.,0.0
Hahaha what!!!! That is so random!,0.0
"No no coz you put 1, 2, 4, 5 hahaha no 3! (: xs then thanks!(:",0.0
Wow you go from gombak ah haha! Hahaha ok I am wearing clothes! Yeapin Korea!! The fish super cool hahaha nom nom nom all over heehee:P,0.0
Dad said to have some good food waiting for us when we get there.,0.0
That is wondar full flim.,0.0
Hahaha sorry lor!! Hahaha no lah!!! Not all of them are me!!,0.0
Mine is 4 slides per page lor... Dunno y he made it so small oso...,0.0
Lg sitting near the canteen tt was under renovation. 9 i find yei yei,0.0
Aww damn. Means I dont have a place to store my camp stuff.,0.0
"Important message before Sleeping. Please don't forget to ""Close your mouth"" good night.tc ABHI - Sent via WAY2SMS.COM""",0.0
"Ohh dear, herngyi says he will be late",0.0
Dear I am in 1 of the tut rooms. Passport photo taking there,0.0
I get around  <#>  but doesn't fluctuate. Maybe u were in a breezy area?,0.0
Haha you wait an hour plus more eh I will be home real soon.,0.0
lol.. most of the mods u taking gt projects?,0.0
sure thing are you a trained singer voice is good i guess ill have nightmmares of managing organisations and finacc tonight goodnight,0.0
Soh eating where,0.0
I go buy the cake first cause I scared the shop close.,0.0
Itz okie reach liao tell mi we may b at cold storage...,0.0
Hey any quiz or test or hnwk?,0.0
search for Eypyt local tour package itinerary,0.0
Uhh do you want to fly after your first break? I'll need to brief you,0.0
What would be the first thing you'd buy?,0.0
Its my way of addressing those whom i consider close to me.,0.0
"Really... K k, i go back and check...",0.0
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?,0.0
"No I'm good for the movie, is it ok if I leave in an hourish?",0.0
"A lot of them are mine.Sorry, I'll clean tonight, I accidentally fellasleep.. but seriously, Liza, no need to get snappy, everyone cleansup after you a lot",0.0
"Yeah, work is fine. I started last week, and it's the same old stuff as beforeÃÂdull but easy. The guys are fun!",0.0
I will be late. Sorry,0.0
Thanks very much.  See you then.,0.0
Okay. Go before or after class? Need to wear formal?,0.0
"Not sure. Might not have,but you can ask LCS.",0.0
Hahaha what model is that?,0.0
You call him and tell now infront of them. Call him now.,0.0
Hahaha so he's wearing what you wore to prom?? Ehh why cannot!,0.0
Hehe! Oh math in ten minutes! It's alright so far!!,0.0
Ed is on is e 1 singing now. Party Baby! Ukelele is a music instru. also is Yu Ke Li Lin Eng name.,0.0
Yeah I have.  <#>,0.0
Lol you can try calling her.,0.0
No... u where now,0.0
"You don't have to, but hopefully not more than like fifteen min",0.0
I need to pee,0.0
He says  <DECIMAL> .,0.0
Eh oops i'm seeing things!,0.0
Dunno. Haha Tioman report also.,0.0
"Haha yeah! Omg hahaha that is super awesome la hahaha:P I v longnever eat home cooked food le, so v happy haha! (: haha are you sure!You haven't see me with uhh random ppl alone! I will dao one haha:Phaha yeap happy tgt can le I hope! ^^ haha sleep now! Or you want mecome online now?",0.0
Ok i bought e 4D already.,0.0
I'm not coming home then! I'm tired of crying!,0.0
She's good. How are you. Where r u working now,0.0
in big cities alot of ppl have problems,0.0
U still haven confirm valentine day got go out or not ar..,0.0
"I think piano's harder. You tried to teach me it's still rock androll to me and it killed my hands. But I'd love to hear the song,yeah!",0.0
So meet where wat time,0.0
mas. I was hoping we could meet up for a reunion dinner this sat (3 jan 04) at marina south steamboat. So pls confirm with me by wed (31 dec) whether you and your partner will be joining us. Please feel free to call me if you have any queries or suggestions. Thanks.,0.0
Will do. Anyway I've created a google group for us. The url isgroups.google.com/group/ <#> _g <#> / Go join~,0.0
Polar tee? Like the cake shop? I didn't know it's not clement.Guess who do the PowerPoint LOL,0.0
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0.0
Hello hello my loff! I'm in the library making copies of the opera :),0.0
m soryy,0.0
Ok good then i later come find ÃÂ¼... C lucky i told ÃÂ¼ to go earlier... Later pple take finish ÃÂ¼ no more again...,0.0
Btw u all doing rehearsal? I got hw many min left?,0.0
reach home safe dear,0.0
Earlier as in wat... Their service ok lar... But i thk they cut my sis hair like not so nice...,0.0
"Yeah for those that you cant meet, let me know, because im startingwork next friday at bss.",0.0
enjoy the trip next week :D,0.0
Dunno leh maybe only jiayi and Weitieng,0.0
"LOL omg wow how did that happen I have no idea they knew we know eachother!  Hahaha so random of all ppl guess me hahaha! Nope haha my dadand I watching tv, my bro playing com my mum also doing sth with acoma",0.0
"Btw, i got a mickey calculator from siti. Wat the.. Haha.",0.0
does that mean we have bottomed out?,0.0
Yup I suggested the date and time so I'll make it by hook or bycrook. Need help?,0.0
Praise the lord! The fever is over.two days only. Thankyou jesus.,0.0
s the motivated one doing ?,0.0
Alright. Let you all know later.,0.0
Don't necessarily expect it to be done before you get back though because I'm just now headin out,0.0
"Table 3 is going out of the margin, Not much though",0.0
If Evry1 is Hapy wid UThen Surely U hv made Many Compromises in Ur Life,0.0
There r many model..sony ericson also der.. &lt,0.0
If you are interested in Iranian food.. UMER Khayam is best,0.0
"Hi shyan,  I'm also wondering whether you can tell us what chargesANZ will impose on us if we later decide to refinance with ANZ (e.g.,any admin fee).  Thanks! -Min",0.0
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",0.0
the cab driver has refused to come here,0.0
Hey 2moro free? Machamp jio kallang gym,0.0
Nice thks tell u confirmed date tonight,0.0
Wah so convenient.,0.0
Umm could you get external helps then?,0.0
"SRM University -Lema Labs,IIT Madras is visiting campus on Kaizen Robotics Program,10th Aug 5.30 PM ,ESP Block New Seminar hall (Main Campus).",0.0
R u thr,0.0
Jy! An auntie woke me up on the bus to ask me to press bell for her._.,0.0
can meet you at 11?,0.0
Think no need. Haha thanks,0.0
Wat time back?,0.0
"Sorry, went to bed early, nightnight",0.0
Hee!! Dum dum hug bum bum. lg kiss lp. Hee. I so xin fu.,0.0
Oops. Ok. I rush over now. Forward u all the updated version of pestand vrio so maybe can discuss the efas and Ida's first.,0.0
Make it next week then..,0.0
"Noleh, we didn't. Haha. Chunmin came out with a better idea. She wentto film today.",0.0
Indian cricket team has been penalized by animal activists for hunting 11 kangaroos yesterday  Further Team 2 pay penalty 4 hunting 11 street dogs nxt wednesday ,0.0
Evil gf! Want to make me fat only!,0.0
Oh and yeap we took that one! Still dun think I am! Wow omg so high!What the wow:o haha yeah I also dun know if I can handle the workload!Yeah but need to see if still eligible right!,0.0
I dont have any associations but I am aware of few protocols that can be followed,0.0
Took dress ah?,0.0
" Ttyl, gonna hit da gym.",0.0
"K, can that happen tonight?",0.0
"Aight that'll work, thanks",0.0
If you love two persons at the same time always choose the 2nd one bcoz if the 1st was perfect for you then the other would never have arrived at all. ,0.0
"The light will be among you. Continue on your way while you have the light, so that the darkness will not come upon you : for the one who walks in the dark does not know where he/she is going. Believe in the light, then, while you have it, so that you will be the people of the light. John <#> : <#>  Praise the Lord! Have a blessed day IN CHRIST :-) :-)",0.0
I realize our jazz instructor is a dancer frm channel 8... Thk i saw her dancin bside jolin tsai... Wooh...,0.0
Stupid.its not possible,0.0
Mum say no need to fetch her at 2... She call ÃÂ¼ then ÃÂ¼ go n fetch her...,0.0
" Ttys, take care! ??",0.0
"Wait did you end early? I'm like going to cck now, maybe can find you at je?",0.0
"Thanks for updating, daryl!",0.0
"Xyan start teasing me liao, she say she keep laughing.",0.0
"Come aft 15 minutes, I be there...",0.0
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,0.0
t know. Why do you call me?,0.0
s a good time to take basic theory test now?,0.0
I got to rush my lab report. Tdy cannot call u k. Tmr u going to school? I meet u in school?,0.0
"Joey, Im chi",0.0
Okay cancel the drinking part. I am too tired lol,0.0
Okay I am going out for dinner first.,0.0
I dont know eh. I think it's too late to wait for next week. Can godown on thursday or friday?,0.0
"Btw, I was looking for a manga I know in Japanese to practice and oneof the only I could find  was YYH 7!",0.0
Mark bought thirty dollars of cheese just because,0.0
i dun wan to take tat module next sem,0.0
K set. Feeling feverish though,0.0
 Gr8 job on ur test!,0.0
Alright...try to narrow or highlight the more impt information out ofall ur info...i need to contact jaime first...he in dl?..,0.0
Haha but so random come out just to pei me home! Haha I dun think heis! Eh? Haha I was referring to the dress I like! See how aboutwearing it to your prom!,0.0
